date,RSI
2018-07-31,52.0726
2018-08-01,50.0326
2018-08-02,53.8397
2018-08-03,57.8922
2018-08-06,58.8431
2018-08-07,57.9251
2018-08-08,59.9005
2018-08-09,54.5125
2018-08-10,58.1452
2018-08-13,58.1452
2018-08-14,58.4792
2018-08-15,59.829
2018-08-16,62.4022
2018-08-17,63.9226
2018-08-20,65.1107
2018-08-21,66.8351
2018-08-22,67.676
2018-08-23,68.7868
2018-08-24,68.1703
2018-08-27,62.8355
2018-08-28,65.664
2018-08-29,63.4064
2018-08-30,61.7308
2018-08-31,63.4264
2018-09-04,64.7419
2018-09-05,65.0725
2018-09-06,67.9221
2018-09-07,69.9306
2018-09-10,69.9306
2018-09-11,68.5579
2018-09-12,70.1023
